RESPONSE_CODE | TIME_TOTAL(s) | POD_ID
200 | 0.003103 | helloweb-687c75f954-85xjb
200 | 0.584863 | helloweb-687c75f954-85xjb
200 | 0.001800 | helloweb-687c75f954-p9tc9
200 | 0.002665 | helloweb-687c75f954-85xjb
200 | 0.002290 | helloweb-687c75f954-85xjb
200 | 0.002891 | helloweb-687c75f954-85xjb
200 | 0.584154 | helloweb-687c75f954-p9tc9
200 | 0.584079 | helloweb-687c75f954-85xjb
200 | 0.002303 | helloweb-687c75f954-85xjb
200 | 0.001902 | helloweb-687c75f954-rl8lh
200 | 0.352236 | helloweb-687c75f954-p9tc9
200 | 0.001981 | helloweb-687c75f954-85xjb
200 | 0.585006 | helloweb-687c75f954-85xjb
200 | 0.001990 | helloweb-687c75f954-85xjb
200 | 0.351490 | helloweb-687c75f954-p9tc9
200 | 0.584199 | helloweb-687c75f954-p9tc9
200 | 0.352004 | helloweb-687c75f954-p9tc9
200 | 0.002591 | helloweb-687c75f954-p9tc9
200 | 0.002004 | helloweb-687c75f954-85xjb
200 | 0.584066 | helloweb-687c75f954-85xjb
200 | 0.002181 | helloweb-687c75f954-p9tc9
200 | 0.583872 | helloweb-687c75f954-85xjb
200 | 0.001889 | helloweb-687c75f954-85xjb
200 | 0.001988 | helloweb-687c75f954-p9tc9
200 | 0.002318 | helloweb-687c75f954-rl8lh
200 | 0.352488 | helloweb-687c75f954-rl8lh
200 | 0.585419 | helloweb-687c75f954-rl8lh
200 | 0.351939 | helloweb-687c75f954-85xjb
200 | 0.585273 | helloweb-687c75f954-85xjb
200 | 0.351569 | helloweb-687c75f954-85xjb
200 | 0.003264 | helloweb-687c75f954-p9tc9
200 | 0.351738 | helloweb-687c75f954-p9tc9
200 | 0.583884 | helloweb-687c75f954-85xjb
200 | 0.351478 | helloweb-687c75f954-p9tc9
200 | 0.584013 | helloweb-687c75f954-85xjb
200 | 0.002093 | helloweb-687c75f954-p9tc9
200 | 0.351110 | helloweb-687c75f954-85xjb
200 | 0.583965 | helloweb-687c75f954-85xjb
200 | 0.002513 | helloweb-687c75f954-rl8lh
200 | 0.585358 | helloweb-687c75f954-85xjb
200 | 0.585408 | helloweb-687c75f954-85xjb
200 | 0.002672 | helloweb-687c75f954-p9tc9
200 | 0.584285 | helloweb-687c75f954-85xjb
200 | 0.583973 | helloweb-687c75f954-rl8lh
200 | 0.356668 | helloweb-687c75f954-p9tc9
200 | 0.002592 | helloweb-687c75f954-85xjb
200 | 0.002035 | helloweb-687c75f954-rl8lh
200 | 0.352731 | helloweb-687c75f954-rl8lh
200 | 0.003097 | helloweb-687c75f954-85xjb
200 | 0.002645 | helloweb-687c75f954-p9tc9
200 | 0.001750 | helloweb-687c75f954-rl8lh
200 | 0.583953 | helloweb-687c75f954-rl8lh
200 | 0.002036 | helloweb-687c75f954-p9tc9
200 | 0.354644 | helloweb-687c75f954-p9tc9
200 | 0.002311 | helloweb-687c75f954-85xjb
200 | 0.003780 | helloweb-687c75f954-85xjb
200 | 0.001967 | helloweb-687c75f954-rl8lh
200 | 0.002406 | helloweb-687c75f954-85xjb
200 | 0.584025 | helloweb-687c75f954-85xjb
200 | 0.353301 | helloweb-687c75f954-p9tc9
200 | 0.351533 | helloweb-687c75f954-p9tc9
200 | 0.584258 | helloweb-687c75f954-rl8lh
200 | 0.001875 | helloweb-687c75f954-rl8lh
200 | 0.584529 | helloweb-687c75f954-p9tc9
200 | 0.002187 | helloweb-687c75f954-p9tc9
200 | 0.584919 | helloweb-687c75f954-p9tc9
200 | 0.003365 | helloweb-687c75f954-rl8lh
200 | 0.351483 | helloweb-687c75f954-85xjb
200 | 0.351297 | helloweb-687c75f954-85xjb
200 | 0.351556 | helloweb-687c75f954-85xjb
200 | 0.352020 | helloweb-687c75f954-85xjb
200 | 0.583813 | helloweb-687c75f954-85xjb
200 | 0.583985 | helloweb-687c75f954-rl8lh
200 | 0.351764 | helloweb-687c75f954-85xjb
200 | 0.002179 | helloweb-687c75f954-85xjb
200 | 0.002438 | helloweb-687c75f954-rl8lh
200 | 0.351447 | helloweb-687c75f954-p9tc9
200 | 0.588874 | helloweb-687c75f954-p9tc9
200 | 0.584033 | helloweb-687c75f954-85xjb
200 | 0.351478 | helloweb-687c75f954-p9tc9
200 | 0.583782 | helloweb-687c75f954-p9tc9
200 | 0.586268 | helloweb-687c75f954-p9tc9
200 | 0.351311 | helloweb-687c75f954-p9tc9
200 | 0.003381 | helloweb-687c75f954-p9tc9
200 | 0.584057 | helloweb-687c75f954-p9tc9
200 | 0.352132 | helloweb-687c75f954-p9tc9
200 | 0.352335 | helloweb-687c75f954-p9tc9
200 | 0.583788 | helloweb-687c75f954-p9tc9
200 | 0.001895 | helloweb-687c75f954-p9tc9
200 | 0.584491 | helloweb-687c75f954-rl8lh
200 | 0.583964 | helloweb-687c75f954-85xjb
200 | 0.002198 | helloweb-687c75f954-p9tc9
200 | 0.003961 | helloweb-687c75f954-p9tc9
200 | 0.351242 | helloweb-687c75f954-rl8lh
200 | 0.002441 | helloweb-687c75f954-85xjb
200 | 0.352149 | helloweb-687c75f954-85xjb
200 | 0.351332 | helloweb-687c75f954-85xjb
200 | 0.002171 | helloweb-687c75f954-p9tc9
200 | 0.583894 | helloweb-687c75f954-p9tc9
200 | 0.584416 | helloweb-687c75f954-p9tc9
200 | 0.584219 | helloweb-687c75f954-rl8lh
200 | 0.591539 | helloweb-687c75f954-p9tc9
200 | 0.352665 | helloweb-687c75f954-p9tc9
200 | 0.351883 | helloweb-687c75f954-rl8lh
200 | 0.583798 | helloweb-687c75f954-p9tc9
200 | 0.003906 | helloweb-687c75f954-rl8lh
200 | 0.583908 | helloweb-687c75f954-p9tc9
200 | 0.004050 | helloweb-687c75f954-rl8lh
