RESPONSE_CODE | TIME_TOTAL(s) | POD_ID
200 | 0.588533 | helloweb-687c75f954-nfsr4
200 | 0.349234 | helloweb-687c75f954-gqfpb
200 | 0.349396 | helloweb-687c75f954-nfsr4
200 | 0.349828 | helloweb-687c75f954-hppxx
200 | 0.587594 | helloweb-687c75f954-hppxx
200 | 0.588091 | helloweb-687c75f954-hppxx
200 | 0.005256 | helloweb-687c75f954-nfsr4
200 | 0.008129 | helloweb-687c75f954-hppxx
200 | 0.003742 | helloweb-687c75f954-nfsr4
200 | 0.006639 | helloweb-687c75f954-nfsr4
200 | 0.007902 | helloweb-687c75f954-gqfpb
200 | 0.589437 | helloweb-687c75f954-gqfpb
200 | 0.004633 | helloweb-687c75f954-gqfpb
200 | 0.352005 | helloweb-687c75f954-nfsr4
200 | 0.008534 | helloweb-687c75f954-hppxx
200 | 0.350797 | helloweb-687c75f954-nfsr4
200 | 0.010234 | helloweb-687c75f954-hppxx
200 | 0.589751 | helloweb-687c75f954-hppxx
200 | 0.590696 | helloweb-687c75f954-nfsr4
200 | 0.349001 | helloweb-687c75f954-hppxx
200 | 0.348886 | helloweb-687c75f954-gqfpb
200 | 0.348763 | helloweb-687c75f954-hppxx
200 | 0.587878 | helloweb-687c75f954-nfsr4
200 | 0.588601 | helloweb-687c75f954-hppxx
200 | 0.587138 | helloweb-687c75f954-gqfpb
200 | 0.003713 | helloweb-687c75f954-gqfpb
200 | 0.011860 | helloweb-687c75f954-gqfpb
200 | 0.348612 | helloweb-687c75f954-gqfpb
200 | 0.351962 | helloweb-687c75f954-gqfpb
200 | 0.590839 | helloweb-687c75f954-gqfpb
200 | 0.004660 | helloweb-687c75f954-gqfpb
200 | 0.349636 | helloweb-687c75f954-gqfpb
200 | 0.588451 | helloweb-687c75f954-hppxx
200 | 0.003920 | helloweb-687c75f954-nfsr4
200 | 0.005719 | helloweb-687c75f954-nfsr4
200 | 0.348276 | helloweb-687c75f954-nfsr4
200 | 0.004625 | helloweb-687c75f954-nfsr4
200 | 0.587370 | helloweb-687c75f954-gqfpb
200 | 0.352344 | helloweb-687c75f954-nfsr4
200 | 0.588315 | helloweb-687c75f954-hppxx
200 | 0.003930 | helloweb-687c75f954-hppxx
200 | 0.004520 | helloweb-687c75f954-nfsr4
200 | 0.003785 | helloweb-687c75f954-nfsr4
200 | 0.350446 | helloweb-687c75f954-nfsr4
200 | 0.004208 | helloweb-687c75f954-nfsr4
200 | 0.589251 | helloweb-687c75f954-gqfpb
200 | 0.350573 | helloweb-687c75f954-gqfpb
200 | 0.587591 | helloweb-687c75f954-hppxx
200 | 0.004242 | helloweb-687c75f954-gqfpb
200 | 0.348482 | helloweb-687c75f954-nfsr4
200 | 0.003782 | helloweb-687c75f954-gqfpb
200 | 0.348601 | helloweb-687c75f954-gqfpb
200 | 0.588752 | helloweb-687c75f954-nfsr4
200 | 0.004925 | helloweb-687c75f954-nfsr4
200 | 0.348817 | helloweb-687c75f954-nfsr4
200 | 0.004747 | helloweb-687c75f954-hppxx
200 | 0.003520 | helloweb-687c75f954-hppxx
200 | 0.587975 | helloweb-687c75f954-gqfpb
200 | 0.588455 | helloweb-687c75f954-nfsr4
200 | 0.349630 | helloweb-687c75f954-gqfpb
200 | 0.587697 | helloweb-687c75f954-hppxx
200 | 0.003388 | helloweb-687c75f954-gqfpb
200 | 0.591781 | helloweb-687c75f954-nfsr4
200 | 0.349247 | helloweb-687c75f954-nfsr4
200 | 0.350474 | helloweb-687c75f954-gqfpb
200 | 0.588553 | helloweb-687c75f954-hppxx
200 | 0.350439 | helloweb-687c75f954-nfsr4
200 | 0.004408 | helloweb-687c75f954-hppxx
200 | 0.587022 | helloweb-687c75f954-gqfpb
200 | 0.588881 | helloweb-687c75f954-hppxx
200 | 0.587518 | helloweb-687c75f954-hppxx
200 | 0.004180 | helloweb-687c75f954-hppxx
200 | 0.005982 | helloweb-687c75f954-nfsr4
200 | 0.003668 | helloweb-687c75f954-hppxx
200 | 0.589550 | helloweb-687c75f954-hppxx
200 | 0.588257 | helloweb-687c75f954-nfsr4
200 | 0.349111 | helloweb-687c75f954-hppxx
200 | 0.005314 | helloweb-687c75f954-gqfpb
200 | 0.007415 | helloweb-687c75f954-nfsr4
200 | 0.005066 | helloweb-687c75f954-nfsr4
200 | 0.354319 | helloweb-687c75f954-gqfpb
200 | 0.587299 | helloweb-687c75f954-gqfpb
200 | 0.003901 | helloweb-687c75f954-nfsr4
200 | 0.348479 | helloweb-687c75f954-nfsr4
200 | 0.588466 | helloweb-687c75f954-nfsr4
200 | 0.587267 | helloweb-687c75f954-hppxx
200 | 0.348609 | helloweb-687c75f954-gqfpb
200 | 0.351242 | helloweb-687c75f954-nfsr4
200 | 0.348560 | helloweb-687c75f954-gqfpb
200 | 0.004365 | helloweb-687c75f954-nfsr4
200 | 0.348954 | helloweb-687c75f954-hppxx
200 | 0.586998 | helloweb-687c75f954-nfsr4
200 | 0.004398 | helloweb-687c75f954-gqfpb
200 | 0.003510 | helloweb-687c75f954-gqfpb
200 | 0.587972 | helloweb-687c75f954-nfsr4
200 | 0.003621 | helloweb-687c75f954-gqfpb
200 | 0.592848 | helloweb-687c75f954-nfsr4
200 | 0.350884 | helloweb-687c75f954-gqfpb
200 | 0.591414 | helloweb-687c75f954-gqfpb
200 | 0.588137 | helloweb-687c75f954-gqfpb
200 | 0.586973 | helloweb-687c75f954-nfsr4
200 | 0.587152 | helloweb-687c75f954-nfsr4
200 | 0.348851 | helloweb-687c75f954-gqfpb
200 | 0.352119 | helloweb-687c75f954-gqfpb
200 | 0.348439 | helloweb-687c75f954-gqfpb
200 | 0.009934 | helloweb-687c75f954-gqfpb
200 | 0.003680 | helloweb-687c75f954-hppxx
200 | 0.004288 | helloweb-687c75f954-nfsr4
200 | 0.004195 | helloweb-687c75f954-gqfpb
200 | 0.349768 | helloweb-687c75f954-hppxx
200 | 0.004773 | helloweb-687c75f954-gqfpb
200 | 0.349051 | helloweb-687c75f954-nfsr4
200 | 0.589489 | helloweb-687c75f954-nfsr4
200 | 0.587535 | helloweb-687c75f954-hppxx
200 | 0.003520 | helloweb-687c75f954-nfsr4
200 | 0.004184 | helloweb-687c75f954-gqfpb
200 | 0.004134 | helloweb-687c75f954-hppxx
200 | 0.588259 | helloweb-687c75f954-nfsr4
200 | 0.590509 | helloweb-687c75f954-hppxx
200 | 0.587020 | helloweb-687c75f954-gqfpb
200 | 0.003754 | helloweb-687c75f954-hppxx
200 | 0.587814 | helloweb-687c75f954-hppxx
200 | 0.004701 | helloweb-687c75f954-hppxx
200 | 0.349882 | helloweb-687c75f954-gqfpb
200 | 0.004497 | helloweb-687c75f954-nfsr4
200 | 0.588091 | helloweb-687c75f954-gqfpb
200 | 0.588758 | helloweb-687c75f954-hppxx
200 | 0.006526 | helloweb-687c75f954-gqfpb
200 | 0.348951 | helloweb-687c75f954-gqfpb
200 | 0.587875 | helloweb-687c75f954-hppxx
200 | 0.349596 | helloweb-687c75f954-nfsr4
200 | 0.003656 | helloweb-687c75f954-gqfpb
200 | 0.586919 | helloweb-687c75f954-nfsr4
200 | 0.003428 | helloweb-687c75f954-gqfpb
200 | 0.004230 | helloweb-687c75f954-hppxx
200 | 0.349102 | helloweb-687c75f954-gqfpb
200 | 0.009522 | helloweb-687c75f954-gqfpb
200 | 0.348994 | helloweb-687c75f954-gqfpb
200 | 0.588388 | helloweb-687c75f954-nfsr4
200 | 0.587443 | helloweb-687c75f954-hppxx
200 | 0.004274 | helloweb-687c75f954-gqfpb
200 | 0.007861 | helloweb-687c75f954-hppxx
200 | 0.587437 | helloweb-687c75f954-hppxx
200 | 0.587016 | helloweb-687c75f954-nfsr4
200 | 0.003987 | helloweb-687c75f954-hppxx
200 | 0.351471 | helloweb-687c75f954-nfsr4
200 | 0.004398 | helloweb-687c75f954-gqfpb
200 | 0.003781 | helloweb-687c75f954-hppxx
200 | 0.350851 | helloweb-687c75f954-nfsr4
200 | 0.351158 | helloweb-687c75f954-nfsr4
200 | 0.348729 | helloweb-687c75f954-nfsr4
200 | 0.587629 | helloweb-687c75f954-gqfpb
200 | 0.587949 | helloweb-687c75f954-hppxx
200 | 0.349017 | helloweb-687c75f954-hppxx
200 | 0.348443 | helloweb-687c75f954-nfsr4
200 | 0.348975 | helloweb-687c75f954-nfsr4
200 | 0.591446 | helloweb-687c75f954-nfsr4
200 | 0.349313 | helloweb-687c75f954-gqfpb
200 | 0.349469 | helloweb-687c75f954-hppxx
200 | 0.350903 | helloweb-687c75f954-gqfpb
200 | 0.004829 | helloweb-687c75f954-nfsr4
200 | 0.007642 | helloweb-687c75f954-hppxx
200 | 0.348859 | helloweb-687c75f954-gqfpb
200 | 0.587380 | helloweb-687c75f954-nfsr4
200 | 0.589101 | helloweb-687c75f954-hppxx
200 | 0.004487 | helloweb-687c75f954-hppxx
200 | 0.003331 | helloweb-687c75f954-hppxx
200 | 0.349866 | helloweb-687c75f954-nfsr4
200 | 0.349445 | helloweb-687c75f954-nfsr4
200 | 0.004961 | helloweb-687c75f954-gqfpb
200 | 0.003501 | helloweb-687c75f954-hppxx
200 | 0.348621 | helloweb-687c75f954-nfsr4
200 | 0.349309 | helloweb-687c75f954-hppxx
200 | 0.587704 | helloweb-687c75f954-hppxx
200 | 0.004057 | helloweb-687c75f954-nfsr4
200 | 0.003522 | helloweb-687c75f954-gqfpb
200 | 0.348721 | helloweb-687c75f954-hppxx
200 | 0.587059 | helloweb-687c75f954-gqfpb
200 | 0.587719 | helloweb-687c75f954-nfsr4
200 | 0.004335 | helloweb-687c75f954-gqfpb
200 | 0.349120 | helloweb-687c75f954-nfsr4
200 | 0.008083 | helloweb-687c75f954-nfsr4
200 | 0.005108 | helloweb-687c75f954-nfsr4
200 | 0.004584 | helloweb-687c75f954-nfsr4
200 | 0.349213 | helloweb-687c75f954-hppxx
200 | 0.008501 | helloweb-687c75f954-hppxx
200 | 0.351221 | helloweb-687c75f954-hppxx
200 | 0.350529 | helloweb-687c75f954-hppxx
200 | 0.348632 | helloweb-687c75f954-gqfpb
200 | 0.586799 | helloweb-687c75f954-hppxx
200 | 0.003601 | helloweb-687c75f954-nfsr4
200 | 0.586900 | helloweb-687c75f954-hppxx
200 | 0.588038 | helloweb-687c75f954-gqfpb
200 | 0.588114 | helloweb-687c75f954-hppxx
200 | 0.010082 | helloweb-687c75f954-gqfpb
200 | 0.587814 | helloweb-687c75f954-nfsr4
200 | 0.004335 | helloweb-687c75f954-nfsr4
200 | 0.004356 | helloweb-687c75f954-hppxx
200 | 0.349005 | helloweb-687c75f954-hppxx
200 | 0.349004 | helloweb-687c75f954-hppxx
200 | 0.004363 | helloweb-687c75f954-hppxx
200 | 0.003359 | helloweb-687c75f954-gqfpb
200 | 0.587365 | helloweb-687c75f954-nfsr4
200 | 0.350056 | helloweb-687c75f954-hppxx
200 | 0.587457 | helloweb-687c75f954-gqfpb
200 | 0.353585 | helloweb-687c75f954-nfsr4
200 | 0.350120 | helloweb-687c75f954-hppxx
